merchant_id,month,transaction_count,transaction_volume,authorisations,successful_authorisations
M0408,2024-12,264,8090.02,277,264
M0124,2024-02,1592,887398.11,1643,1592
M0491,2024-01,208,13938.07,223,208
M0520,2024-03,92,2946.20,98,92
M0515,2024-01,1060,32093.36,1118,1060
M0074,2024-08,423,255264.00,432,423
M0528,2024-09,167,27487.50,172,167
M0008,2024-05,127,38512.61,141,127
M0300,2024-09,11229,262459.75,12123,11229
M0411,2024-08,221,43624.83,232,221
M0431,2024-07,187,1231.11,205,187
M0454,2024-01,187,1210.73,199,187
M0112,2024-03,194,4270.86,204,194
M0283,2024-12,834,59789.48,894,834
M0288,2024-03,409,123587.39,439,409
M0251,2024-11,275,6307.23,297,275
M0150,2024-05,10831,773377.65,11213,10831
M0265,2024-05,377,9116.02,389,377
M0240,2024-12,1865,119196.21,1949,1865
M0457,2024-05,1950,201117.94,1996,1950
M0359,2024-12,265,5017.57,291,265
M0453,2024-02,786,35043.85,821,786
M0500,2024-11,907,94148.84,936,907
M0360,2024-01,1848,675647.69,1983,1848
M0377,2024-04,253,110757.48,269,253
M0206,2024-11,1396,133090.37,1422,1396
M0044,2024-10,1486,13589.08,1532,1486
M0307,2024-11,254,12810.12,282,254
M0262,2024-10,60,4062.10,65,60
M0292,2024-10,1999,153602.78,2217,1999
M0585,2024-06,2065,57332.30,2160,2065
M0272,2024-03,190,43148.46,199,190
M0544,2024-10,4207,1318754.60,4454,4207
M0222,2024-10,95,2830.79,98,95
M0567,2024-12,1168,197287.99,1280,1168
M0167,2024-11,762,85399.53,782,762
M0137,2024-10,342,19957.89,362,342
M0218,2024-11,147,35542.85,154,147
M0222,2024-09,90,2382.63,100,90
M0173,2024-09,104,1358.29,106,104
M0032,2024-05,654,22930.83,689,654
M0092,2024-02,237,9953.28,262,237
M0351,2024-03,172,69042.63,181,172
M0219,2024-03,693,86953.25,710,693
M0143,2024-02,2684,1245057.01,2895,2684
M0329,2024-07,17118,5206431.07,18987,17118
M0020,2024-01,1872,125690.65,2060,1872
M0265,2024-01,375,9485.86,401,375
M0186,2024-05,260,40939.92,274,260
M0468,2024-04,9772,231401.30,10327,9772
M0156,2024-04,274,3718.49,302,274
M0524,2024-11,225,57583.30,231,225
M0315,2024-02,145,2845.86,157,145
M0066,2024-07,1428,224006.20,1493,1428
M0401,2024-01,196,84956.33,217,196
M0195,2024-02,283,65664.33,301,283
M0283,2024-09,688,44302.14,745,688
M0273,2024-12,370,17775.27,406,370
M0526,2024-05,252,37483.45,257,252
M0433,2024-03,198,76460.47,211,198
M0413,2024-11,11288,661205.62,12501,11288
M0481,2024-08,1780,803537.94,1978,1780
M0251,2024-10,212,5256.04,218,212
M0475,2024-06,218,17367.95,241,218
M0579,2024-05,10844,430408.80,11678,10844
M0428,2024-06,70,21153.19,77,70
M0158,2024-09,1625,41875.52,1799,1625
M0500,2024-07,957,121807.96,1007,957
M0022,2024-08,7611,337782.33,7957,7611
M0086,2024-11,108,53726.55,114,108
M0409,2024-12,153,74842.93,166,153
M0408,2024-04,232,6480.18,237,232
M0365,2024-01,158,5048.54,167,158
M0298,2024-04,4563,1365600.16,4770,4563
M0187,2024-11,249,33658.94,264,249
M0546,2024-08,523,24910.03,555,523
M0481,2024-06,1052,435369.37,1130,1052
M0430,2024-02,160,42675.87,166,160
M0445,2024-01,51,3296.04,52,51
M0244,2024-01,1743,14551.25,1779,1743
M0036,2024-01,7020,1963705.99,7787,7020
M0249,2024-04,937,299640.40,1040,937
M0397,2024-11,181,65720.95,192,181
M0370,2024-01,191,4585.61,198,191
M0199,2024-03,8593,76692.92,9016,8593
M0243,2024-10,129,31011.00,143,129
M0502,2024-12,1145,307972.58,1206,1145
M0216,2024-05,185,15538.69,188,185
M0309,2024-02,85,2649.32,87,85
M0258,2024-01,261,132590.30,284,261
M0072,2024-01,308,31423.29,313,308
M0539,2024-01,1825,74449.59,1918,1825
M0467,2024-06,193,19670.51,203,193
M0177,2024-01,300,6239.10,316,300
M0517,2024-06,224,5445.36,239,224
M0285,2024-04,267,4712.27,282,267
M0177,2024-11,353,7855.26,379,353
M0409,2024-02,136,63436.46,145,136
M0058,2024-11,368,25451.19,389,368
M0285,2024-03,278,4955.70,304,278
M0571,2024-04,289,114501.92,311,289
M0118,2024-01,376,20521.21,413,376
M0026,2024-01,1662,139155.39,1696,1662
M0377,2024-01,233,93505.64,238,233
M0275,2024-09,10911,4755057.47,11556,10911
M0019,2024-11,228,3381.30,250,228
M0158,2024-03,1987,45168.23,2033,1987
M0146,2024-06,808,268044.63,891,808
M0391,2024-04,3266,102934.30,3389,3266
M0572,2024-03,1297,45961.47,1349,1297
M0231,2024-01,668,99864.32,741,668
M0388,2024-04,89,3088.85,98,89
M0497,2024-01,455,17843.96,494,455
M0042,2024-06,686,67227.91,761,686
M0230,2024-09,189,5174.00,205,189
M0007,2024-12,297,59835.11,308,297
M0463,2024-08,343,96146.42,352,343
M0061,2024-05,82,12009.99,84,82
M0011,2024-01,203,3603.45,218,203
M0406,2024-10,148,3099.03,153,148
M0425,2024-03,1665,229156.58,1720,1665
M0589,2024-10,927,62105.79,1006,927
M0040,2024-07,361,156405.97,377,361
M0343,2024-11,575,35399.60,630,575
M0075,2024-05,1245,44218.35,1376,1245
M0465,2024-09,900,34178.89,961,900
M0408,2024-03,211,5866.53,223,211
M0324,2024-11,5625,2032919.11,5720,5625
M0118,2024-06,413,22564.04,455,413
M0353,2024-01,132,66012.97,142,132
M0013,2024-12,169,1122.71,174,169
M0566,2024-02,1071,49770.67,1158,1071
M0442,2024-04,3984,843060.26,4254,3984
M0427,2024-09,95,2221.52,105,95
M0487,2024-10,10636,157676.67,10931,10636
M0199,2024-11,9380,94965.84,9668,9380
M0431,2024-05,208,1498.30,224,208
M0478,2024-02,44,3822.26,45,44
M0569,2024-06,939,29459.04,1028,939
M0427,2024-01,99,2409.52,105,99
M0306,2024-03,83,21424.31,87,83
M0481,2024-01,1288,608278.32,1405,1288
M0446,2024-02,150,6570.51,162,150
M0406,2024-12,190,3725.15,202,190
M0432,2024-12,149,19676.81,160,149
M0140,2024-09,946,123670.97,994,946
M0121,2024-12,106,2723.47,111,106
M0326,2024-03,322,7171.41,340,322
M0375,2024-03,453,8845.28,502,453
M0336,2024-06,300,50160.00,310,300
M0006,2024-09,176,124839.84,190,176
M0594,2024-03,124,3519.23,130,124
M0540,2024-06,88,26311.54,91,88
M0086,2024-05,132,60259.05,136,132
M0255,2024-04,181,13004.94,193,181
M0599,2024-05,4402,152355.52,4502,4402
M0567,2024-09,1179,219457.87,1223,1179
M0338,2024-10,444,102180.70,471,444
M0023,2024-11,157,3296.87,167,157
M0357,2024-03,2094,91436.43,2199,2094
M0526,2024-07,327,49906.03,358,327
M0114,2024-05,126,2929.92,133,126
M0076,2024-01,1366,30273.97,1459,1366
M0057,2024-09,153,62929.80,168,153
M0005,2024-06,155,5527.52,160,155
M0478,2024-05,57,4889.04,62,57
M0327,2024-09,63,38256.19,67,63
M0077,2024-08,141,38712.24,145,141
M0563,2024-08,1491,342524.62,1578,1491
M0403,2024-01,191,69443.81,207,191
M0259,2024-12,319,125774.78,339,319
M0437,2024-02,80,18757.34,83,80
M0398,2024-02,1335,53358.51,1467,1335
M0457,2024-11,1698,169504.77,1771,1698
M0042,2024-08,1108,121219.50,1173,1108
M0484,2024-09,6098,169773.55,6761,6098
M0329,2024-04,11741,3323459.42,12136,11741
M0112,2024-02,192,4546.81,199,192
M0142,2024-08,1372,79377.26,1484,1372
M0071,2024-01,1057,11833.87,1077,1057
M0050,2024-12,136,10634.72,143,136
M0107,2024-01,4900,263845.58,5288,4900
M0344,2024-04,146,8948.46,152,146
M0486,2024-11,135,61256.13,146,135
M0092,2024-03,227,9971.55,235,227
M0282,2024-10,233,88900.08,258,233
M0489,2024-05,224,2845.74,248,224
M0458,2024-02,6761,524414.01,7401,6761
M0174,2024-12,213,34692.50,234,213
M0392,2024-06,1599,542304.54,1714,1599
M0043,2024-12,1527,18152.43,1566,1527
M0116,2024-01,53,13616.45,56,53
M0025,2024-04,221,33935.94,231,221
M0271,2024-02,198,71162.45,215,198
M0493,2024-12,436,25373.69,452,436
M0472,2024-06,251,3844.54,272,251
M0119,2024-12,138,21168.27,145,138
M0547,2024-09,317,6171.74,342,317
M0478,2024-10,60,5967.74,61,60
M0046,2024-10,187,6055.87,195,187
M0266,2024-08,844,46172.74,917,844
M0188,2024-10,1704,31965.01,1765,1704
M0381,2024-07,88,5174.03,94,88
M0022,2024-01,7205,309388.52,7389,7205
M0416,2024-06,7532,1335040.75,8010,7532
M0064,2024-03,1824,504001.29,1933,1824
M0020,2024-08,1868,143506.13,1942,1868
M0210,2024-06,247,18386.81,268,247
M0054,2024-06,60,1241.89,62,60
M0323,2024-03,395,88202.48,413,395
M0080,2024-03,2008,59001.63,2044,2008
M0297,2024-05,308,62696.97,317,308
M0578,2024-07,184,64308.31,197,184
M0592,2024-05,460,7499.93,492,460
M0367,2024-01,68,3656.89,73,68
M0283,2024-02,801,61430.97,851,801
M0072,2024-09,268,26922.66,272,268
M0017,2024-02,67,10330.85,72,67
M0145,2024-06,10817,3293378.12,11760,10817
M0191,2024-11,350,11718.58,382,350
M0472,2024-10,247,3784.93,256,247
M0149,2024-08,703,326552.07,716,703
M0004,2024-12,13170,2667463.99,14000,13170
M0391,2024-02,2939,91507.37,3229,2939
M0084,2024-08,708,349815.15,783,708
M0366,2024-06,183,8748.49,189,183
M0045,2024-09,167,11192.26,181,167
M0174,2024-02,231,36589.43,240,231
M0583,2024-10,313,211357.23,318,313
M0109,2024-12,376,18596.72,388,376
M0169,2024-03,159,12898.16,169,159
M0246,2024-04,220,124162.47,230,220
M0244,2024-07,1758,14451.05,1911,1758
M0542,2024-09,1092,104051.41,1182,1092
M0097,2024-12,145,21814.88,157,145
M0573,2024-12,61,3905.51,64,61
M0450,2024-11,965,119040.85,1062,965
M0085,2024-03,226,10437.97,248,226
M0511,2024-07,397,118572.70,409,397
M0318,2024-04,1003,235798.93,1042,1003
M0578,2024-05,135,43494.17,147,135
M0361,2024-07,896,31392.15,918,896
M0534,2024-10,1285,68679.54,1369,1285
M0519,2024-10,46,24068.40,49,46
M0487,2024-08,12302,196856.88,12506,12302
M0257,2024-04,238,104567.56,256,238
M0072,2024-06,343,33837.51,348,343
M0432,2024-06,145,18292.96,159,145
M0561,2024-11,282,16721.21,287,282
M0504,2024-01,140,21400.45,148,140
M0484,2024-04,5582,167242.38,5916,5582
M0578,2024-09,147,43844.69,149,147
M0109,2024-06,231,11794.95,254,231
M0392,2024-04,1377,470502.36,1417,1377
M0406,2024-11,180,3005.62,189,180
M0159,2024-11,1636,50142.49,1800,1636
M0206,2024-08,1820,175367.17,1969,1820
M0576,2024-11,1434,62392.26,1461,1434
M0392,2024-09,4301,1409454.33,4597,4301
M0455,2024-07,217,84508.93,232,217
M0065,2024-07,172,8563.80,190,172
M0166,2024-04,102,2793.00,105,102
M0447,2024-11,184,4007.38,195,184
M0514,2024-11,78,4130.35,86,78
M0076,2024-05,1572,36242.49,1635,1572
M0132,2024-03,126,5388.63,133,126
M0156,2024-01,293,3975.08,303,293
M0482,2024-04,116,5351.93,119,116
M0393,2024-01,300,8567.02,329,300
M0193,2024-12,219,49868.54,231,219
M0099,2024-03,7917,601050.60,8275,7917
M0576,2024-10,1593,70548.21,1667,1593
M0552,2024-10,284,135079.52,314,284
M0090,2024-12,4730,118684.82,4922,4730
M0478,2024-04,51,4478.51,54,51
M0004,2024-03,10385,2074386.66,11056,10385
M0041,2024-03,1601,49590.46,1670,1601
M0049,2024-09,1255,627592.35,1360,1255
M0460,2024-02,544,32810.71,581,544
M0585,2024-08,2198,62135.83,2273,2198
M0206,2024-09,1694,180221.46,1734,1694
M0518,2024-06,192,11376.89,209,192
M0554,2024-11,1309,180219.61,1360,1309
M0573,2024-02,66,4289.52,71,66
M0596,2024-04,260,85141.98,275,260
M0448,2024-05,229,39963.00,252,229
M0554,2024-04,1184,169501.68,1312,1184
M0320,2024-08,730,183571.30,747,730
M0544,2024-05,4508,1357364.10,4766,4508
M0102,2024-06,201,9545.03,212,201
M0317,2024-10,387,65029.29,403,387
M0270,2024-02,44,11299.86,45,44
M0593,2024-08,946,35254.09,1023,946
M0426,2024-07,78,7459.55,87,78
M0582,2024-09,4059,273844.73,4436,4059
M0322,2024-05,54,4874.23,58,54
M0229,2024-01,332,23393.67,364,332
M0561,2024-02,168,9912.64,184,168
M0150,2024-03,9973,637210.88,10706,9973
M0387,2024-05,2073,51481.46,2138,2073
M0166,2024-01,88,2599.44,90,88
M0158,2024-02,1807,45761.08,1952,1807
M0051,2024-07,253,12045.47,274,253
M0567,2024-03,1075,187115.21,1192,1075
M0547,2024-08,304,6106.66,329,304
M0420,2024-03,1528,17300.03,1563,1528
M0453,2024-12,1426,70677.00,1584,1426
M0057,2024-01,129,54995.64,143,129
M0492,2024-11,449,12695.63,463,449
M0528,2024-10,170,31211.11,173,170
M0034,2024-03,6238,47469.93,6883,6238
M0143,2024-07,5349,2773503.02,5632,5349
M0155,2024-12,967,106476.26,1068,967
M0314,2024-09,826,173365.19,893,826
M0230,2024-12,204,5827.88,222,204
M0391,2024-06,3749,115222.05,4055,3749
M0315,2024-05,138,2662.59,142,138
M0061,2024-11,67,9399.03,72,67
M0378,2024-02,1429,248837.40,1558,1429
M0240,2024-08,1860,120937.83,2042,1860
M0356,2024-05,1815,925696.98,1861,1815
M0287,2024-09,278,6464.48,285,278
M0058,2024-05,251,17655.05,259,251
M0276,2024-05,284,10158.02,290,284
M0358,2024-01,172,26172.56,176,172
M0130,2024-04,179,6116.09,188,179
M0002,2024-10,1044,187777.09,1066,1044
M0360,2024-09,2313,836323.36,2388,2313
M0501,2024-04,65,15012.64,68,65
M0125,2024-09,221,9769.63,239,221
M0119,2024-04,135,22486.36,147,135
M0047,2024-11,262,51673.93,284,262
M0250,2024-06,164,33727.94,173,164
M0501,2024-10,53,11126.17,54,53
M0020,2024-06,2058,131017.72,2179,2058
M0518,2024-11,174,9888.33,179,174
M0510,2024-12,10938,193051.72,11308,10938
M0263,2024-07,132,23728.63,139,132
M0414,2024-08,129,1299.76,132,129
M0412,2024-07,1583,433975.43,1676,1583
M0233,2024-12,1905,125844.66,2036,1905
M0588,2024-03,304,58863.49,324,304
M0104,2024-01,93,8782.38,101,93
M0030,2024-01,186,18636.90,199,186
M0134,2024-11,125,16300.71,128,125
M0383,2024-12,2420,1228480.84,2459,2420
M0388,2024-09,99,3180.33,103,99
M0062,2024-06,370,53682.26,383,370
M0260,2024-01,229,49065.58,244,229
M0487,2024-12,12222,189782.30,12637,12222
M0022,2024-09,7432,327805.92,7751,7432
M0236,2024-03,903,32031.95,970,903
M0185,2024-07,636,38638.82,680,636
M0206,2024-12,1999,206683.54,2119,1999
M0115,2024-02,1329,56924.93,1349,1329
M0509,2024-10,340,67539.95,365,340
M0220,2024-10,167,3410.90,185,167
M0281,2024-12,565,13642.59,612,565
M0144,2024-05,162,62238.76,166,162
M0247,2024-06,7768,2655476.51,7907,7768
M0386,2024-06,120,1182.25,122,120
M0420,2024-01,1593,17547.25,1717,1593
M0248,2024-09,133,5184.78,140,133
M0042,2024-02,743,77852.83,797,743
M0264,2024-05,308,17604.23,332,308
M0495,2024-07,546,8864.08,557,546
M0205,2024-03,160,19257.78,177,160
M0488,2024-01,4168,341845.20,4372,4168
M0545,2024-05,129,2432.81,130,129
M0376,2024-06,2096,90753.94,2327,2096
M0412,2024-05,1208,312329.19,1310,1208
M0278,2024-08,54,35953.18,59,54
M0345,2024-08,1859,44669.86,2061,1859
M0021,2024-05,3216,94391.00,3269,3216
M0443,2024-08,333,202618.96,340,333
M0400,2024-01,205,55274.98,215,205
M0022,2024-11,8163,360564.39,8572,8163
M0049,2024-04,287,145003.73,301,287
M0209,2024-02,117,4812.96,123,117
M0035,2024-01,219,9940.33,225,219
M0464,2024-03,2195,48686.06,2269,2195
M0024,2024-06,187,53975.75,194,187
M0503,2024-10,183,2774.06,186,183
M0475,2024-02,199,15033.53,212,199
M0497,2024-09,522,22204.66,530,522
M0538,2024-05,1816,73454.80,1945,1816
M0177,2024-09,299,6970.30,319,299
M0537,2024-10,1692,41525.64,1761,1692
M0166,2024-09,95,2756.24,98,95
M0361,2024-05,759,26598.52,784,759
M0148,2024-10,81,2633.63,86,81
M0422,2024-06,297,29979.35,303,297
M0215,2024-06,348,117436.50,363,348
M0513,2024-02,1100,612274.43,1182,1100
M0120,2024-11,1674,95980.00,1813,1674
M0023,2024-12,167,3761.36,183,167
M0219,2024-11,758,105187.10,791,758
M0015,2024-10,245,14469.50,255,245
M0570,2024-05,1550,94382.07,1590,1550
M0063,2024-04,153,29822.54,162,153
M0462,2024-09,845,197448.23,898,845
M0446,2024-10,176,8117.27,193,176
M0394,2024-01,178,30647.86,184,178
M0105,2024-12,92,1311.25,99,92
M0265,2024-08,413,9887.78,452,413
M0121,2024-03,60,1634.65,61,60
M0362,2024-02,60,2931.00,62,60
M0417,2024-04,1550,526170.53,1625,1550
M0399,2024-03,173,70401.25,177,173
M0426,2024-03,61,5062.69,62,61
M0317,2024-03,307,45889.55,325,307
M0267,2024-08,966,221719.61,1031,966
M0176,2024-12,961,236042.23,981,961
M0531,2024-07,1412,79784.23,1435,1412
M0299,2024-09,1262,73846.75,1331,1262
M0019,2024-03,264,3966.56,270,264
M0064,2024-06,1970,581102.96,2010,1970
M0573,2024-05,57,3488.76,62,57
M0200,2024-11,292,17564.63,308,292
M0072,2024-11,277,29551.37,300,277
M0087,2024-03,49,13261.00,54,49
M0037,2024-02,1350,665243.07,1436,1350
M0089,2024-06,79,14619.83,83,79
M0145,2024-08,13376,4250316.18,13768,13376
M0159,2024-06,1689,55804.09,1828,1689
M0053,2024-10,1845,253127.09,2023,1845
M0529,2024-06,1746,70497.46,1861,1746
M0518,2024-08,197,11961.92,213,197
M0130,2024-11,231,7958.62,238,231
M0281,2024-04,165,3777.57,178,165
M0054,2024-05,60,1219.66,63,60
M0089,2024-10,85,14924.47,87,85
M0097,2024-05,97,15155.67,99,97
M0440,2024-10,97,19708.50,105,97
M0270,2024-10,50,14577.03,56,50
M0097,2024-01,101,15274.87,105,101
M0187,2024-06,299,36629.09,307,299
M0237,2024-06,165,9963.02,169,165
M0399,2024-05,144,55723.68,147,144
M0489,2024-03,304,3747.41,328,304
M0472,2024-03,270,3825.57,275,270
M0410,2024-12,2306,721507.14,2390,2306
M0503,2024-04,191,2503.10,195,191
M0147,2024-01,229,1520.86,237,229
M0432,2024-08,140,18936.21,146,140
M0562,2024-07,213,1525.51,228,213
M0357,2024-07,2103,108982.37,2277,2103
M0216,2024-10,220,17836.07,230,220
M0464,2024-02,1976,38790.57,2131,1976
M0233,2024-10,1213,79863.92,1300,1213
M0363,2024-09,268,20178.39,275,268
M0434,2024-03,53,281.39,55,53
M0472,2024-08,235,3298.00,244,235
M0157,2024-11,1144,54877.09,1193,1144
M0374,2024-10,175,12134.86,195,175
M0159,2024-10,1923,55054.68,2033,1923
M0413,2024-12,15642,849993.69,16922,15642
M0215,2024-09,258,86038.56,268,258
M0162,2024-02,1066,43671.15,1138,1066
M0369,2024-03,193,11596.39,201,193
M0164,2024-02,43,19305.26,45,43
M0434,2024-02,54,270.52,56,54
M0040,2024-04,235,93036.22,239,235
M0400,2024-05,182,50973.01,200,182
M0379,2024-06,4910,1249124.93,5094,4910
M0273,2024-07,248,11560.87,274,248
M0103,2024-02,8864,2314672.58,9512,8864
M0378,2024-01,1418,222999.22,1450,1418
M0574,2024-05,740,190262.67,767,740
M0246,2024-09,229,132271.35,238,229
M0055,2024-11,4448,90854.98,4742,4448
M0005,2024-07,183,6471.68,188,183
M0324,2024-07,3641,1486182.59,3732,3641
M0221,2024-02,929,63851.08,1029,929
M0455,2024-09,307,120936.54,327,307
M0079,2024-10,231,66572.15,241,231
M0286,2024-06,64,1391.69,66,64
M0159,2024-08,1812,55846.56,1852,1812
M0560,2024-06,169,12730.84,178,169
M0021,2024-06,3663,111393.50,4005,3663
M0115,2024-06,1322,55755.98,1357,1322
M0217,2024-11,1278,347317.66,1405,1278
M0098,2024-04,262,15833.02,283,262
M0313,2024-02,5914,433724.61,6306,5914
M0477,2024-12,237,17905.34,263,237
M0011,2024-02,216,4021.90,237,216
M0371,2024-08,52,1057.04,55,52
M0124,2024-09,1923,1187615.62,2031,1923
M0572,2024-12,1682,66840.03,1818,1682
M0182,2024-02,49,2545.33,55,49
M0153,2024-06,1982,56121.62,2101,1982
M0582,2024-08,4986,307102.75,5164,4986
M0508,2024-02,5707,408341.97,6295,5707
M0427,2024-12,97,2091.92,101,97
M0557,2024-09,372,15218.52,390,372
M0318,2024-11,1048,212692.50,1083,1048
M0107,2024-02,4562,235446.15,5053,4562
M0008,2024-04,110,34265.97,118,110
M0139,2024-08,288,18889.79,299,288
M0090,2024-03,4226,101231.46,4543,4226
M0470,2024-08,661,106072.20,716,661
M0079,2024-02,245,82558.48,253,245
M0539,2024-06,2137,83626.87,2371,2137
M0593,2024-02,1011,36929.50,1042,1011
M0579,2024-01,11532,464746.06,11910,11532
M0110,2024-02,229,64079.71,247,229
M0045,2024-03,144,9072.32,152,144
M0233,2024-07,1091,75146.22,1184,1091
M0596,2024-09,325,109168.95,334,325
M0290,2024-12,2105,282401.80,2166,2105
M0359,2024-08,209,4144.94,216,209
M0226,2024-02,92,2353.98,96,92
M0150,2024-12,10898,746992.60,11243,10898
M0367,2024-09,72,3834.68,74,72
M0007,2024-02,277,47466.45,284,277
M0248,2024-04,120,4376.98,127,120
M0182,2024-07,43,2212.52,45,43
M0253,2024-02,788,22644.74,822,788
M0126,2024-03,259,12583.20,281,259
M0551,2024-01,333,40843.19,348,333
M0477,2024-09,134,9015.61,144,134
M0588,2024-07,230,43620.84,248,230
M0047,2024-04,220,43322.87,240,220
M0375,2024-06,494,9188.23,548,494
M0536,2024-03,460,70378.22,506,460
M0359,2024-04,200,3618.72,214,200
M0126,2024-11,428,19620.34,475,428
M0183,2024-06,354,50958.61,385,354
M0128,2024-09,316,191486.43,346,316
M0068,2024-04,8682,177253.68,9530,8682
M0372,2024-08,63,2066.82,69,63
M0580,2024-09,252,10227.97,257,252
M0104,2024-06,81,8267.41,88,81
M0033,2024-10,140,6522.44,143,140
M0031,2024-06,2001,52192.61,2151,2001
M0557,2024-01,353,15665.52,374,353
M0252,2024-12,2327,538029.05,2489,2327
M0253,2024-07,802,25468.16,832,802
M0362,2024-08,74,3835.73,80,74
M0329,2024-05,10699,3343812.50,11548,10699
M0071,2024-06,1062,13103.16,1081,1062
M0258,2024-06,402,186098.65,436,402
M0191,2024-04,217,6708.56,240,217
M0135,2024-10,192,3740.90,204,192
M0488,2024-09,4477,410769.11,4626,4477
M0473,2024-10,107,50504.69,114,107
M0420,2024-11,1674,19024.84,1742,1674
M0418,2024-08,713,17796.95,744,713
M0137,2024-11,403,22895.64,421,403
M0386,2024-05,112,1265.66,118,112
M0095,2024-12,2250,159043.60,2381,2250
M0262,2024-05,54,3415.07,58,54
M0499,2024-12,1032,504939.45,1075,1032
M0034,2024-11,5546,39546.89,5706,5546
M0393,2024-04,273,7989.18,279,273
M0570,2024-08,1474,87374.81,1565,1474
M0520,2024-06,68,2185.23,73,68
M0557,2024-05,350,14343.34,356,350
M0136,2024-11,2725,214996.09,2771,2725
M0527,2024-12,636,58760.54,650,636
M0297,2024-06,369,75414.19,378,369
M0419,2024-06,1042,38500.85,1071,1042
M0365,2024-03,159,4843.99,164,159
M0165,2024-06,1156,51111.12,1264,1156
M0143,2024-01,3266,1611467.05,3529,3266
M0009,2024-06,307,3084.00,335,307
M0460,2024-06,646,38259.03,678,646
M0516,2024-02,182,3577.34,190,182
M0329,2024-03,10324,3256842.88,10545,10324
M0449,2024-09,452,36953.04,471,452
M0538,2024-02,1485,59019.75,1563,1485
M0054,2024-10,64,1384.69,70,64
M0106,2024-10,4463,145024.20,4867,4463
M0526,2024-08,363,54385.45,402,363
M0488,2024-03,3863,367340.65,4076,3863
M0148,2024-05,105,3156.06,112,105
M0388,2024-10,116,4260.22,127,116
M0513,2024-05,1162,606018.86,1285,1162
M0456,2024-01,49,1539.49,52,49
M0507,2024-02,1628,534124.70,1691,1628
M0488,2024-05,5463,491838.99,5618,5463
M0560,2024-08,181,14466.46,201,181
M0437,2024-01,73,18220.74,76,73
M0012,2024-01,264,20336.45,285,264
M0318,2024-10,980,208328.50,1059,980
M0572,2024-02,1577,64830.01,1627,1577
M0327,2024-06,79,52107.33,81,79
M0333,2024-08,68,894.59,75,68
M0212,2024-06,82,3632.68,83,82
M0489,2024-10,223,2701.14,232,223
M0300,2024-06,11438,283596.70,11977,11438
M0495,2024-12,548,8246.68,566,548
M0365,2024-06,153,4904.93,156,153
M0206,2024-02,1404,144490.99,1522,1404
M0532,2024-01,970,43500.87,1025,970
M0004,2024-04,9089,1884058.96,9834,9089
M0065,2024-06,165,8142.95,176,165
M0376,2024-08,1886,92249.39,1978,1886
M0160,2024-10,1614,74360.00,1739,1614
M0046,2024-04,153,5080.19,162,153
M0163,2024-04,2240,493882.40,2460,2240
M0315,2024-10,147,2680.99,160,147
M0438,2024-12,146,55625.99,153,146
M0227,2024-08,729,326844.98,776,729
M0274,2024-12,1514,45189.35,1565,1514
M0484,2024-07,5786,163016.79,6076,5786
M0132,2024-05,134,6018.71,146,134
M0296,2024-05,181,67812.35,191,181
M0237,2024-09,144,8375.35,152,144
M0199,2024-05,8481,92397.76,8624,8481
M0561,2024-10,227,12929.07,243,227
M0428,2024-05,109,36073.40,118,109
M0311,2024-10,1664,25803.15,1754,1664
M0048,2024-01,78,23664.36,83,78
M0386,2024-09,103,1149.77,112,103
M0094,2024-09,473,5643.70,509,473
M0373,2024-03,702,44147.42,744,702
M0029,2024-02,409,9316.11,436,409
M0553,2024-03,97,41865.14,100,97
M0118,2024-11,619,37108.21,673,619
M0497,2024-07,488,19508.14,527,488
M0347,2024-03,177,15032.70,197,177
M0062,2024-01,282,39720.64,296,282
M0411,2024-10,185,35732.79,192,185
M0297,2024-10,212,40770.52,223,212
M0208,2024-06,10328,437354.48,11307,10328
M0419,2024-03,1191,41884.62,1236,1191
M0074,2024-06,359,218848.02,387,359
M0103,2024-08,12747,3139736.44,13299,12747
M0045,2024-08,146,9294.29,151,146
M0097,2024-11,109,16584.05,115,109
M0338,2024-02,359,92650.38,393,359
M0600,2024-03,177,82232.52,194,177
M0500,2024-10,940,114598.43,1035,940
M0165,2024-12,2212,106891.31,2371,2212
M0451,2024-11,480,30429.25,499,480
M0044,2024-02,1131,10483.06,1179,1131
M0294,2024-05,54,3152.66,58,54
M0400,2024-07,124,36657.20,129,124
M0582,2024-02,3402,248573.78,3562,3402
M0285,2024-06,282,4778.54,301,282
M0515,2024-03,1039,33605.31,1082,1039
M0370,2024-12,214,5041.56,221,214
M0518,2024-01,216,12235.89,233,216
M0317,2024-02,382,60948.80,418,382
M0207,2024-03,143,2940.01,146,143
M0172,2024-08,901,28349.99,949,901
M0034,2024-01,6536,49765.79,6828,6536
M0510,2024-07,9713,168242.47,9866,9713
M0108,2024-05,154,54045.88,166,154
M0577,2024-03,277,50289.82,301,277
M0234,2024-07,297,17509.69,307,297
M0176,2024-02,690,151659.73,719,690
M0275,2024-10,9412,3803045.52,9908,9412
M0229,2024-08,327,23907.40,350,327
M0280,2024-08,816,319759.75,881,816
M0586,2024-06,56,19121.36,60,56
M0444,2024-12,408,41960.67,446,408
M0303,2024-04,199,3799.43,209,199
M0009,2024-12,269,2515.30,281,269
M0431,2024-11,198,1359.01,205,198
M0361,2024-12,978,31432.88,1078,978
M0534,2024-06,1361,68259.88,1400,1361
M0457,2024-10,1690,170089.84,1819,1690
