merchant_id,company_age_years,ownership_flag,sanctions_flag,compliance_flag,business_size,industry,country
M0484,2.1,0,0,0,Large,Retail,Germany
M0485,4.0,0,0,0,Small,Retail,"United States"
M0486,5.1,0,0,0,Small,Education,Canada
M0487,7.0,0,0,0,Large,SaaS/Subscriptions,Brazil
M0488,4.2,0,0,1,Large,Retail,"United States"
M0489,6.1,0,0,0,Small,"Digital Services","United States"
M0490,1.3,0,0,0,Medium,Healthcare,"United Kingdom"
M0491,5.3,0,0,1,Small,"Consumer Services",Canada
M0492,4.2,0,0,1,Medium,Retail,Brazil
M0493,6.9,0,0,0,Small,Retail,"United States"
M0494,6.2,0,0,0,Small,"Digital Services",Canada
M0495,5.8,0,0,0,Medium,SaaS/Subscriptions,"United States"
M0496,6.7,0,0,0,Small,Healthcare,Germany
M0497,2.8,0,0,0,Medium,Retail,France
M0498,1.5,0,0,0,Small,Travel,"United States"
M0499,1.3,0,0,0,Medium,Travel,"United States"
M0500,5.4,1,0,0,Medium,Healthcare,Germany
M0501,2.4,0,0,0,Small,Travel,"United Arab Emirates"
M0502,4.1,0,0,0,Medium,Events,Nigeria
M0503,6.7,0,0,0,Small,SaaS/Subscriptions,France
M0504,6.5,0,0,0,Small,Hospitality,"United States"
M0505,3.8,0,0,0,Small,SaaS/Subscriptions,"United States"
M0506,4.5,0,0,0,Medium,"Digital Services",Canada
M0507,7.0,0,0,0,Medium,Travel,"United Kingdom"
M0508,1.6,0,0,0,Large,Healthcare,Brazil
M0509,2.7,0,0,0,Medium,Healthcare,Singapore
M0510,4.1,0,0,0,Large,SaaS/Subscriptions,"United States"
M0511,1.2,0,0,1,Small,Hospitality,Brazil
M0512,1.3,0,0,0,Large,Retail,"United States"
M0513,1.3,0,0,0,Medium,Travel,Germany
M0514,5.5,0,0,0,Small,SaaS/Subscriptions,"United Arab Emirates"
M0515,1.9,0,0,0,Medium,"Consumer Services",India
M0516,4.1,0,0,0,Small,"Consumer Services",Singapore
M0517,2.8,0,0,0,Small,"Digital Services",Singapore
M0518,2.0,0,0,0,Small,SaaS/Subscriptions,France
M0519,6.0,0,0,0,Small,Education,France
M0520,4.4,0,0,0,Small,"Digital Services",India
M0521,6.2,0,0,0,Medium,SaaS/Subscriptions,"United States"
M0522,5.4,0,0,0,Medium,Education,Australia
M0523,4.6,0,0,0,Small,Travel,France
M0524,2.0,0,0,1,Small,Hospitality,"United Kingdom"
M0525,2.0,0,0,0,Small,Retail,India
M0526,4.7,0,0,1,Small,Hospitality,Germany
M0527,5.1,0,0,0,Medium,Hospitality,"United States"
M0528,3.9,0,0,0,Small,Healthcare,Singapore
M0529,1.7,0,0,0,Medium,"Consumer Services","United Kingdom"
M0530,1.3,0,0,0,Medium,Retail,Canada
M0531,5.7,0,0,0,Medium,Healthcare,Brazil
M0532,5.9,0,0,0,Medium,"Consumer Services",Canada
M0533,2.9,0,0,1,Small,Hospitality,Germany
M0534,5.2,0,0,0,Medium,Retail,"United Kingdom"
M0535,5.8,0,0,1,Medium,SaaS/Subscriptions,Australia
M0536,6.8,0,0,0,Medium,Travel,Canada
M0537,4.6,0,0,1,Medium,"Digital Services",India
M0538,4.7,0,0,0,Medium,Retail,"South Africa"
M0539,3.7,0,0,0,Large,Retail,"United States"
M0540,5.8,0,1,0,Small,Hospitality,Brazil
M0541,2.8,1,0,0,Medium,Hospitality,"United States"
M0542,3.0,0,0,0,Medium,Healthcare,"United States"
M0543,4.3,0,0,0,Small,Travel,India
M0544,5.9,0,0,0,Large,Events,"United States"
M0545,4.0,0,0,0,Small,SaaS/Subscriptions,"United States"
M0546,3.1,0,0,0,Medium,Retail,"United States"
M0547,4.8,0,0,0,Small,Retail,Germany
M0548,5.5,0,0,0,Small,Retail,Canada
M0549,4.0,0,0,0,Medium,Travel,"United States"
M0550,4.9,0,0,0,Small,Events,Singapore
M0551,4.7,0,0,0,Small,Healthcare,Canada
M0552,5.0,0,0,0,Small,Education,"United States"
M0553,5.2,0,0,0,Small,Education,"United States"
M0554,2.8,0,0,0,Medium,Education,Brazil
M0555,4.3,1,0,0,Medium,"Digital Services",Canada
M0556,4.3,0,0,0,Small,Travel,India
M0557,3.2,0,0,1,Medium,SaaS/Subscriptions,Canada
M0558,4.9,0,0,0,Small,Retail,"United States"
M0559,6.4,0,1,0,Medium,SaaS/Subscriptions,Germany
M0560,2.0,0,0,0,Small,Healthcare,Australia
M0561,6.7,0,0,0,Small,Retail,"United Kingdom"
M0562,3.7,0,0,0,Small,"Digital Services",Australia
M0563,5.4,1,0,0,Medium,Healthcare,India
M0564,5.8,0,0,0,Small,Retail,Australia
M0565,6.8,1,0,0,Small,Healthcare,India
M0566,1.7,1,0,0,Medium,Retail,Germany
M0567,4.5,1,0,1,Medium,Healthcare,"United States"
M0568,5.0,0,0,1,Small,SaaS/Subscriptions,"United States"
M0569,2.7,0,0,0,Medium,Retail,Australia
M0570,6.8,0,0,0,Medium,Retail,"United States"
M0571,3.7,0,0,0,Small,Travel,"United States"
M0572,4.1,0,0,0,Medium,SaaS/Subscriptions,"United States"
M0573,3.8,0,0,0,Small,"Consumer Services","United States"
M0574,6.3,0,0,0,Medium,Education,Canada
M0575,1.4,0,0,0,Small,Hospitality,Germany
M0576,5.6,1,0,0,Medium,SaaS/Subscriptions,France
M0577,3.0,0,0,0,Small,Hospitality,"United States"
M0578,2.6,0,0,0,Small,Travel,Singapore
M0579,5.0,0,0,0,Large,"Consumer Services",Germany
M0580,6.2,0,0,0,Small,Retail,Germany
M0581,5.3,0,0,0,Medium,SaaS/Subscriptions,Brazil
M0582,2.3,0,0,0,Large,Retail,France
M0583,1.7,0,0,0,Medium,Travel,Brazil
M0584,1.5,0,0,0,Small,Events,"United States"
M0585,5.7,1,0,0,Medium,"Digital Services","United Kingdom"
M0586,3.5,0,0,0,Small,Education,Singapore
M0587,6.1,0,0,0,Small,"Consumer Services","United Kingdom"
M0588,2.9,0,0,0,Medium,Education,Australia
M0589,4.6,0,0,0,Medium,Retail,"United Arab Emirates"
M0590,2.8,1,0,0,Small,"Digital Services","United Arab Emirates"
M0591,3.0,0,0,0,Small,Healthcare,Canada
M0592,1.2,1,0,0,Medium,"Digital Services",Australia
M0593,4.2,0,0,1,Medium,"Consumer Services","United States"
M0594,5.0,0,0,0,Small,"Digital Services","United States"
M0595,3.9,0,0,0,Medium,Healthcare,"United Arab Emirates"
M0596,6.1,0,0,0,Small,Travel,India
M0597,6.3,0,0,0,Small,"Digital Services","United Kingdom"
M0598,4.0,0,0,0,Medium,Retail,Germany
M0599,2.2,0,0,0,Large,Retail,Australia
M0600,3.9,0,0,0,Small,Education,Canada
