merchant_id,merchant_name,payfac_id,onboard_date,industry,mcc,country,delivery_days,merchant_status
M0309,"Harbor Loft Services",PF02,2022-02-06,"Consumer Services",7299,"United States",3,Active
M0310,"Falcon Market Retail",PF04,2022-04-04,Retail,5411,Brazil,11,Active
M0311,"Maple Depot Cloud",PF08,2019-01-26,SaaS/Subscriptions,5817,"United Arab Emirates",0,Active
M0312,"Silver Trail Retail",PF07,2022-12-14,Retail,5411,India,4,Active
M0313,"Crest Studio Health",PF06,2021-01-20,Healthcare,8011,"United States",3,Active
M0314,"North Hub Learning",PF01,2020-10-03,Education,8299,"United Kingdom",1,Active
M0315,"Atlas Works Digital",PF03,2022-03-20,"Digital Services",5818,"United States",0,Active
M0316,"Clover Point Retail",PF04,2020-12-21,Retail,5411,Brazil,10,Active
M0317,"Golden Line Learning",PF01,2021-03-06,Education,8299,"United Arab Emirates",22,Active
M0318,"Union Labs Events",PF02,2019-10-28,Events,7922,Australia,31,Active
M0319,"Prime House Digital",PF02,2023-05-31,"Digital Services",5818,"United Kingdom",1,Active
M0320,"Echo Field Stays",PF01,2023-08-27,Hospitality,7011,Germany,1,Active
M0321,"Lumen Group Digital",PF04,2018-10-05,"Digital Services",5818,Germany,0,Suspended
M0322,"Meridian Partners Health",PF06,2022-04-11,Healthcare,8011,Australia,2,Active
M0323,"Anchor Gate Stays",PF01,2018-02-19,Hospitality,7011,Canada,0,Active
M0324,"Pioneer Co Learning",PF04,2020-02-25,Education,8299,"United States",25,Active
M0325,"Aster Ventures Travel",PF07,2023-08-29,Travel,4722,Nigeria,49,Active
M0326,"Quartz Bay Digital",PF06,2019-01-08,"Digital Services",5818,"United States",0,Suspended
M0327,"Willow Collective Travel",PF07,2020-03-14,Travel,4722,"South Africa",58,Active
M0328,"Beacon Exchange Services",PF03,2019-04-13,"Consumer Services",7299,"United States",4,Active
M0329,"Coral Loft Stays",PF07,2022-04-01,Hospitality,7011,"United Kingdom",0,Closed
M0330,"Delta Market Services",PF02,2020-09-15,"Consumer Services",7299,Brazil,5,Active
M0331,"Nova Depot Digital",PF03,2021-06-17,"Digital Services",5818,"United States",0,Active
M0332,"Blue Trail Retail",PF01,2023-07-01,Retail,5411,Germany,9,Active
M0333,"Summit Studio Digital",PF04,2021-01-14,"Digital Services",5818,Germany,1,Active
M0334,"Bright Hub Digital",PF03,2022-04-13,"Digital Services",5818,"United Kingdom",0,Active
M0335,"River Works Services",PF02,2018-07-28,"Consumer Services",7299,Australia,1,Active
M0336,"Cedar Point Events",PF07,2019-04-04,Events,7922,Brazil,49,Active
M0337,"Orbit Line Retail",PF02,2023-07-10,Retail,5411,Brazil,2,Active
M0338,"Vertex Labs Travel",PF02,2023-01-05,Travel,4722,"United Kingdom",52,Active
M0339,"Harbor House Learning",PF01,2021-10-30,Education,8299,India,30,Active
M0340,"Falcon Field Stays",PF03,2020-03-16,Hospitality,7011,"United Kingdom",1,Active
M0341,"Maple Group Retail",PF02,2019-03-02,Retail,5411,"United Kingdom",9,Active
M0342,"Silver Partners Retail",PF03,2022-12-20,Retail,5411,"United States",7,Active
M0343,"Crest Gate Retail",PF02,2022-07-31,Retail,5411,Nigeria,4,Active
M0344,"North Co Retail",PF07,2019-05-30,Retail,5411,Brazil,5,Active
M0345,"Atlas Ventures Digital",PF09,2021-06-10,"Digital Services",5818,Canada,1,Active
M0346,"Clover Bay Digital",PF04,2021-08-10,"Digital Services",5818,India,0,Active
M0347,"Golden Collective Retail",PF05,2020-10-13,Retail,5411,India,6,Active
M0348,"Union Exchange Retail",PF08,2023-05-28,Retail,5411,India,6,Active
M0349,"Prime Loft Services",PF10,2018-09-22,"Consumer Services",7299,India,5,Active
M0350,"Echo Market Travel",PF05,2019-07-04,Travel,4722,Germany,28,Active
M0351,"Lumen Depot Travel",PF08,2018-07-22,Retail,4722,"United States",79,Active
M0352,"Meridian Trail Travel",PF09,2022-01-15,Travel,4722,"United States",49,Active
M0353,"Anchor Studio Learning",PF07,2021-10-03,Education,8299,Nigeria,20,Active
M0354,"Pioneer Hub Cloud",PF04,2023-10-04,SaaS/Subscriptions,5817,India,0,Active
M0355,"Aster Works Digital",PF01,2021-03-01,"Digital Services",5818,Nigeria,1,Active
M0356,"Quartz Point Learning",PF01,2018-11-17,Education,8299,"United States",9,Suspended
M0357,"Willow Line Cloud",PF04,2020-08-18,SaaS/Subscriptions,5817,"United Arab Emirates",0,Active
M0358,"Beacon Labs Health",PF04,2018-07-08,Healthcare,8011,"United States",5,Active
M0359,"Coral House Digital",PF03,2021-11-30,"Digital Services",5818,"United Kingdom",0,Active
M0360,"Delta Field Events",PF04,2021-12-07,Events,7922,"United States",15,Active
M0361,"Nova Group Cloud",PF04,2023-01-01,SaaS/Subscriptions,5817,"United States",0,Active
M0362,"Blue Partners Cloud",PF08,2019-12-25,SaaS/Subscriptions,5817,"South Africa",0,Active
M0363,"Summit Gate Stays",PF01,2019-10-23,Hospitality,7011,"United Kingdom",2,Active
M0364,"Bright Co Stays",PF02,2018-06-01,Hospitality,7011,"United Arab Emirates",1,Active
M0365,"River Ventures Services",PF07,2020-06-03,"Consumer Services",7299,India,5,Active
M0366,"Cedar Bay Retail",PF08,2020-10-09,Retail,5411,Germany,7,Active
M0367,"Orbit Collective Cloud",PF10,2022-05-27,SaaS/Subscriptions,5817,India,0,Active
M0368,"Vertex Exchange Digital",PF08,2022-05-25,"Digital Services",5818,"United States",0,Active
M0369,"Harbor Loft Retail",PF08,2018-10-26,Retail,5411,France,2,Active
M0370,"Falcon Market Services",PF02,2019-08-31,"Consumer Services",7299,Canada,2,Active
M0371,"Maple Depot Digital",PF03,2020-12-25,"Digital Services",5818,Australia,0,Active
M0372,"Silver Trail Retail",PF02,2019-12-15,Retail,5411,India,12,Active
M0373,"Crest Studio Cloud",PF05,2018-02-24,SaaS/Subscriptions,5817,"United States",0,Active
M0374,"North Hub Services",PF09,2022-12-07,"Consumer Services",7299,"South Africa",0,Active
M0375,"Atlas Works Digital",PF03,2022-04-07,"Digital Services",5818,"United Kingdom",1,Active
M0376,"Clover Point Services",PF04,2021-01-12,"Consumer Services",7299,"United States",1,Active
M0377,"Golden Line Travel",PF02,2019-11-08,Travel,4722,"United Kingdom",28,Active
M0378,"Union Labs Health",PF01,2022-12-01,Healthcare,8011,Canada,1,Active
M0379,"Prime House Learning",PF02,2018-03-17,Education,8299,"United Arab Emirates",4,Active
M0380,"Echo Field Stays",PF01,2020-08-08,Hospitality,7011,Australia,1,Active
M0381,"Lumen Group Retail",PF09,2022-09-03,Retail,5411,Canada,5,Active
M0382,"Meridian Partners Learning",PF03,2023-07-23,Education,8299,"United States",16,Active
M0383,"Anchor Gate Travel",PF08,2019-06-20,Travel,4722,"South Africa",58,Active
M0384,"Pioneer Co Retail",PF06,2021-10-18,Retail,5411,Germany,2,Active
M0385,"Aster Ventures Health",PF02,2019-02-09,Healthcare,8011,Singapore,0,Active
M0386,"Quartz Bay Cloud",PF01,2018-09-04,SaaS/Subscriptions,5817,"United States",0,Active
M0387,"Willow Collective Retail",PF07,2020-01-22,Retail,5411,France,3,Active
M0388,"Beacon Exchange Retail",PF02,2023-03-01,Retail,5411,"United Kingdom",4,Active
M0389,"Coral Loft Cloud",PF09,2022-01-08,SaaS/Subscriptions,5817,"United States",0,Active
M0390,"Delta Market Services",PF01,2020-11-08,"Consumer Services",7299,India,0,Active
M0391,"Nova Depot Digital",PF06,2019-08-26,"Digital Services",5818,"United States",0,Active
M0392,"Blue Trail Travel",PF07,2018-10-29,Travel,4722,"United States",59,Active
M0393,"Summit Studio Services",PF02,2019-07-31,"Consumer Services",7299,Singapore,1,Active
M0394,"Bright Hub Health",PF02,2018-11-22,Healthcare,8011,Germany,1,Active
M0395,"River Works Events",PF10,2019-02-03,Events,7922,"South Africa",36,Active
M0396,"Cedar Point Health",PF02,2022-01-04,Healthcare,8011,"United Kingdom",3,Active
M0397,"Orbit Line Travel",PF03,2018-10-10,Travel,4722,Australia,43,Active
M0398,"Vertex Labs Services",PF03,2018-04-11,"Consumer Services",7299,India,1,Active
M0399,"Harbor House Learning",PF02,2021-03-01,Education,8299,Singapore,12,Active
M0400,"Falcon Field Learning",PF07,2019-09-03,Education,8299,"United Arab Emirates",0,Active
M0401,"Maple Group Travel",PF07,2020-08-26,Travel,4722,India,54,Active
M0402,"Silver Partners Health",PF03,2018-10-25,Healthcare,8011,Nigeria,5,Active
M0403,"Crest Gate Travel",PF08,2019-03-24,Travel,4722,"United Kingdom",48,Active
M0404,"North Co Events",PF02,2020-07-28,Events,7922,"United States",19,Active
M0405,"Atlas Ventures Stays",PF01,2022-01-09,Hospitality,7011,Singapore,2,Suspended
M0406,"Clover Bay Digital",PF05,2020-06-01,"Digital Services",5818,Brazil,0,Active
M0407,"Golden Collective Stays",PF10,2021-02-27,Hospitality,7011,"United States",0,Active
M0408,"Union Exchange Services",PF01,2021-01-16,"Consumer Services",7299,Germany,0,Active
M0409,"Prime Loft Learning",PF02,2019-07-27,Education,8299,"South Africa",27,Active
M0410,"Echo Market Travel",PF04,2019-08-19,Travel,4722,Australia,89,Active
M0411,"Lumen Depot Travel",PF07,2020-06-25,Travel,4722,France,60,Active
M0412,"Meridian Trail Travel",PF01,2018-03-10,Travel,4722,India,63,Active
M0413,"Anchor Studio Retail",PF03,2021-12-30,Retail,5411,Singapore,9,Suspended
M0414,"Pioneer Hub Digital",PF06,2021-08-01,"Digital Services",5818,"United Kingdom",1,Active
M0415,"Aster Works Events",PF03,2019-10-15,Events,7922,Nigeria,39,Active
M0416,"Quartz Point Health",PF02,2020-03-07,Healthcare,8011,Germany,5,Active
M0417,"Willow Line Travel",PF02,2019-12-02,Travel,4722,Australia,72,Active
M0418,"Beacon Labs Digital",PF03,2021-10-19,"Digital Services",5818,Germany,0,Suspended
M0419,"Coral House Services",PF04,2022-06-07,"Consumer Services",7299,"United Arab Emirates",2,Active
M0420,"Delta Field Digital",PF08,2018-08-20,"Digital Services",5818,Australia,1,Active
M0421,"Nova Group Digital",PF05,2020-05-30,"Digital Services",5818,India,0,Active
M0422,"Blue Partners Health",PF06,2018-01-30,Healthcare,8011,"South Africa",1,Active
M0423,"Summit Gate Travel",PF10,2020-08-21,Travel,4722,Germany,81,Active
M0424,"Bright Co Stays",PF03,2019-06-13,Hospitality,7011,Singapore,1,Active
M0425,"River Ventures Stays",PF03,2019-12-17,Hospitality,7011,"United Kingdom",1,Active
M0426,"Cedar Bay Retail",PF09,2020-08-30,Retail,5411,Germany,6,Active
M0427,"Orbit Collective Digital",PF02,2019-11-21,"Digital Services",5818,Germany,0,Active
M0428,"Vertex Exchange Learning",PF06,2020-04-19,Education,8299,"United States",11,Active
M0429,"Harbor Loft Health",PF07,2022-06-17,Healthcare,8011,"United States",2,Active
M0430,"Falcon Market Stays",PF01,2022-09-22,Hospitality,7011,Singapore,2,Active
M0431,"Maple Depot Digital",PF04,2018-01-13,"Digital Services",5818,Singapore,0,Active
M0432,"Silver Trail Stays",PF02,2020-03-15,Hospitality,7011,Singapore,0,Active
M0433,"Crest Studio Events",PF02,2022-12-09,Events,7922,"United States",34,Active
M0434,"North Hub Digital",PF04,2021-02-03,"Digital Services",5818,"United Kingdom",1,Active
M0435,"Atlas Works Services",PF02,2019-03-14,"Consumer Services",7299,"United States",2,Active
M0436,"Clover Point Learning",PF07,2021-06-18,Education,8299,Canada,11,Active
M0437,"Golden Line Travel",PF09,2018-11-05,Travel,4722,Brazil,67,Active
M0438,"Union Labs Learning",PF07,2018-02-16,Education,8299,"United Kingdom",20,Active
M0439,"Prime House Travel",PF02,2021-09-09,Travel,4722,Singapore,41,Active
M0440,"Echo Field Health",PF02,2021-01-02,Healthcare,8011,"United States",5,Active
M0441,"Lumen Group Digital",PF02,2022-05-31,"Digital Services",5818,"United Kingdom",1,Active
M0442,"Meridian Partners Stays",PF01,2020-01-05,Hospitality,7011,"United States",0,Active
M0443,"Anchor Gate Travel",PF09,2022-12-25,Travel,4722,"United Kingdom",48,Active
M0444,"Pioneer Co Stays",PF03,2020-06-16,Hospitality,7011,Singapore,2,Active
M0445,"Aster Ventures Services",PF02,2022-04-21,"Consumer Services",7299,"South Africa",2,Active
M0446,"Quartz Bay Retail",PF08,2018-08-02,Retail,5411,"United States",8,Active
M0447,"Willow Collective Digital",PF03,2018-07-26,"Digital Services",5818,India,1,Active
M0448,"Beacon Exchange Learning",PF01,2022-07-26,Education,8299,Australia,21,Active
M0449,"Coral Loft Retail",PF01,2022-11-12,Retail,5411,Nigeria,11,Active
M0450,"Delta Market Stays",PF05,2023-07-01,Hospitality,7011,NULL,0,Active
M0451,"Nova Depot Services",PF07,2019-11-23,"Consumer Services",7299,"United Kingdom",3,Active
M0452,"Blue Trail Cloud",PF02,2018-02-17,SaaS/Subscriptions,5817,"United Arab Emirates",0,Active
M0453,"Summit Studio Retail",PF09,2023-09-19,Retail,5411,"United Kingdom",7,Active
M0454,"Bright Hub Digital",PF08,2021-07-04,"Digital Services",5818,France,0,Active
M0455,"River Works Learning",PF08,2019-06-11,Education,8299,Germany,20,Active
M0456,"Cedar Point Services",PF02,2022-06-15,"Consumer Services",7299,Singapore,0,Active
M0457,"Orbit Line Stays",PF01,2023-04-10,Hospitality,7011,"United States",1,Active
M0458,"Vertex Labs Retail",PF08,2019-08-30,Retail,5411,Germany,5,Closed
M0459,"Harbor House Cloud",PF02,2022-06-28,SaaS/Subscriptions,5817,Brazil,0,Active
M0460,"Falcon Field Retail",PF05,2022-08-05,Retail,5411,"United Arab Emirates",3,Active
M0461,"Maple Group Travel",PF07,2020-12-04,Travel,4722,Germany,78,Active
M0462,"Silver Partners Stays",PF01,2021-09-08,Hospitality,7011,Nigeria,0,Active
M0463,"Crest Gate Events",PF07,2019-07-29,Events,7922,Brazil,25,Active
M0464,"North Co Cloud",PF09,2023-06-03,SaaS/Subscriptions,5817,"United Kingdom",0,Active
M0465,"Atlas Ventures Cloud",PF06,2023-09-26,SaaS/Subscriptions,5817,India,0,Active
M0466,"Clover Bay Learning",PF03,2023-09-21,Education,8299,India,26,Active
M0467,"Golden Collective Learning",PF08,2022-04-20,Education,8299,Singapore,27,Active
M0468,"Union Exchange Cloud",PF04,2018-04-01,SaaS/Subscriptions,5817,"United Kingdom",0,Active
M0469,"Prime Loft Cloud",PF06,2020-02-20,SaaS/Subscriptions,5817,"United Kingdom",0,Active
M0470,"Echo Market Stays",PF07,2020-08-05,Hospitality,7011,"South Africa",0,Active
M0471,"Lumen Depot Retail",PF06,2023-08-07,Retail,5411,"South Africa",5,Active
M0472,"Meridian Trail Cloud",PF02,2021-03-11,SaaS/Subscriptions,5817,Brazil,0,Active
M0473,"Anchor Studio Travel",PF01,2021-02-16,Travel,4722,France,70,Active
M0474,"Pioneer Hub Cloud",PF02,2018-11-09,SaaS/Subscriptions,5817,Australia,NULL,Active
M0475,"Aster Works Retail",PF04,2022-08-18,Retail,5411,Australia,10,Active
M0476,"Quartz Point Events",PF04,2019-12-18,Events,7922,Australia,60,Active
M0477,"Willow Line Retail",PF05,2018-07-15,Retail,5411,India,8,Active
M0478,"Beacon Labs Retail",PF03,2023-10-05,Retail,5411,India,2,Active
M0479,"Coral House Digital",PF07,2019-02-09,"Digital Services",5818,"United Kingdom",1,Active
M0480,"Delta Field Learning",PF09,2018-02-04,Education,8299,Singapore,4,Closed
M0481,"Nova Group Learning",PF02,2018-06-15,Education,8299,"United Kingdom",3,Active
M0482,"Blue Partners Cloud",PF06,2020-08-21,SaaS/Subscriptions,5817,"United Kingdom",0,Active
M0483,"Summit Gate Digital",PF06,2018-08-08,"Digital Services",5818,"United Arab Emirates",1,Active
M0484,"Bright Co Retail",PF04,2022-11-30,Retail,5411,Germany,8,Active
M0485,"River Ventures Retail",PF02,2020-12-27,Retail,5411,"United States",2,Active
M0486,"Cedar Bay Learning",PF07,2019-11-21,Education,8299,Canada,5,Active
M0487,"Orbit Collective Cloud",PF10,2018-01-07,SaaS/Subscriptions,5817,Brazil,0,Active
M0488,"Vertex Exchange Retail",PF06,2020-10-18,Retail,5411,"United States",8,Active
M0489,"Harbor Loft Digital",PF09,2018-11-19,"Digital Services",5818,"United States",0,Active
M0490,"Falcon Market Health",PF10,2023-09-15,Healthcare,8011,"United Kingdom",4,Active
M0491,"Maple Depot Services",PF03,2019-09-13,"Consumer Services",7299,Canada,2,Active
M0492,"Silver Trail Retail",PF05,2020-10-08,Retail,5411,Brazil,8,Active
M0493,"Crest Studio Retail",PF04,2018-02-09,Retail,5411,"United States",7,Active
M0494,"North Hub Digital",PF10,2018-10-06,"Digital Services",5818,Canada,0,Active
M0495,"Atlas Works Cloud",PF01,2019-03-18,SaaS/Subscriptions,5817,"United States",0,Suspended
M0496,"Clover Point Health",PF03,2018-04-21,Healthcare,8011,Germany,2,Active
M0497,"Golden Line Retail",PF08,2022-03-27,Retail,5411,France,9,Active
M0498,"Union Labs Travel",PF02,2023-07-07,Travel,4722,"United States",56,Active
M0499,"Prime House Travel",PF07,2023-09-30,Travel,4722,"United States",62,Active
M0500,"Echo Field Health",PF03,2019-07-21,Healthcare,8011,Germany,3,Active
M0501,"Lumen Group Travel",PF10,2022-08-08,Travel,4722,"United Arab Emirates",34,Active
M0502,"Meridian Partners Events",PF08,2020-12-09,Events,7922,Nigeria,56,Active
M0503,"Anchor Gate Cloud",PF02,2018-04-08,SaaS/Subscriptions,5817,France,0,Active
M0504,"Pioneer Co Stays",PF07,2018-07-13,Hospitality,7011,"United States",1,Active
M0505,"Aster Ventures Cloud",PF03,2021-03-12,SaaS/Subscriptions,5817,"United States",0,Active
M0506,"Quartz Bay Digital",PF05,2020-06-21,"Digital Services",5818,Canada,1,Active
M0507,"Willow Collective Travel",PF05,2018-01-18,Travel,4722,"United Kingdom",82,Active
M0508,"Beacon Exchange Health",PF07,2023-06-05,Healthcare,8011,Brazil,5,Active
M0509,"Coral Loft Health",PF01,2022-04-05,Healthcare,8011,Singapore,4,Active
M0510,"Delta Market Cloud",PF02,2020-12-06,SaaS/Subscriptions,5817,"United States",0,Active
M0511,"Nova Depot Stays",PF06,2023-10-04,Hospitality,7011,Brazil,2,Active
M0512,"Blue Trail Retail",PF04,2023-08-31,Retail,5411,"United States",7,Active
M0513,"Summit Studio Travel",PF04,2023-09-06,Travel,4722,Germany,72,Active
M0514,"Bright Hub Cloud",PF01,2019-07-06,SaaS/Subscriptions,5817,"United Arab Emirates",0,Active
M0515,"River Works Services",PF03,2023-02-20,"Consumer Services",7299,India,1,Active
M0516,"Cedar Point Services",PF08,2020-12-10,"Consumer Services",7299,Singapore,4,Active
M0517,"Orbit Line Digital",PF01,2022-03-27,"Digital Services",5818,Singapore,0,Active
M0518,"Vertex Labs Cloud",PF03,2023-01-05,SaaS/Subscriptions,5817,France,0,Active
M0519,"Harbor House Learning",PF09,2018-12-14,Education,8299,France,28,Active
M0520,"Falcon Field Digital",PF01,2020-08-12,"Digital Services",5818,India,0,Active
M0521,"Maple Group Cloud",PF06,2018-10-02,SaaS/Subscriptions,5817,"United States",0,Active
M0522,"Silver Partners Learning",PF02,2019-08-19,Education,8299,Australia,20,Active
M0523,"Crest Gate Travel",PF08,2020-05-30,Travel,4722,France,20,Active
M0524,"North Co Stays",PF06,2022-12-28,Hospitality,7011,"United Kingdom",0,Active
M0525,"Atlas Ventures Retail",PF08,2023-01-12,Retail,5411,India,12,Active
M0526,"Clover Bay Stays",PF02,2020-04-10,Hospitality,7011,Germany,2,Active
M0527,"Golden Collective Stays",PF04,2019-12-03,Hospitality,7011,"United States",0,Active
M0528,"Union Exchange Health",PF07,2021-02-04,Healthcare,8011,Singapore,0,Active
M0529,"Prime Loft Services",PF02,2023-04-27,"Consumer Services",7299,"United Kingdom",4,Active
M0530,"Echo Market Retail",PF02,2023-09-12,Retail,5411,Canada,12,Active
M0531,"Lumen Depot Health",PF01,2019-04-29,Healthcare,8011,Brazil,1,Active
M0532,"Meridian Trail Services",PF09,2019-02-02,"Consumer Services",7299,Canada,3,Active
M0533,"Anchor Studio Stays",PF06,2022-02-14,Hospitality,7011,Germany,0,Active
M0534,"Pioneer Hub Retail",PF05,2019-10-04,Retail,5411,"United Kingdom",10,Active
M0535,"Aster Works Cloud",PF06,2019-03-02,SaaS/Subscriptions,5817,Australia,0,Active
M0536,"Quartz Point Travel",PF04,2018-03-08,Travel,4722,Canada,49,Suspended
M0537,"Willow Line Digital",PF04,2020-05-08,"Digital Services",5818,India,0,Active
M0538,"Beacon Labs Retail",PF03,2020-04-14,Retail,5411,"South Africa",5,Closed
M0539,"Coral House Retail",PF05,2021-04-14,Retail,5411,"United States",7,Suspended
M0540,"Delta Field Stays",PF02,2019-03-03,Hospitality,7011,Brazil,2,Active
M0541,"Nova Group Stays",PF08,2022-03-02,Hospitality,7011,"United States",0,Active
M0542,"Blue Partners Health",PF07,2021-12-19,Healthcare,8011,"United States",5,Active
M0543,"Summit Gate Travel",PF03,2020-09-11,Travel,4722,India,66,Active
M0544,"Bright Co Events",PF05,2019-01-22,Events,7922,"United States",55,Active
M0545,"River Ventures Cloud",PF01,2020-12-15,SaaS/Subscriptions,5817,"United States",0,Active
M0546,"Cedar Bay Retail",PF10,2021-12-08,Retail,5411,"United States",12,Active
M0547,"Orbit Collective Retail",PF09,2020-03-04,Retail,5411,Germany,3,Active
M0548,"Vertex Exchange Retail",PF09,2019-07-16,Retail,5411,Canada,3,Active
M0549,"Harbor Loft Travel",PF03,2020-12-14,Travel,4722,"United States",75,Active
M0550,"Falcon Market Events",PF01,2020-01-27,Events,7922,Singapore,22,Active
M0551,"Maple Depot Health",PF02,2020-05-03,Healthcare,8011,Canada,0,Active
M0552,"Silver Trail Learning",PF01,2020-01-14,Education,8299,"United States",14,Active
M0553,"Crest Studio Learning",PF01,2019-10-09,Education,8299,"United States",28,Active
M0554,"North Hub Learning",PF01,2022-03-07,Education,8299,Brazil,24,Active
M0555,"Atlas Works Digital",PF10,2020-09-07,"Digital Services",5818,Canada,1,Active
M0556,"Clover Point Travel",PF01,2020-09-20,Travel,4722,India,33,Active
M0557,"Golden Line Cloud",PF01,2021-10-23,SaaS/Subscriptions,5817,Canada,0,Active
M0558,"Union Labs Retail",PF07,2020-02-09,Retail,5411,"United States",5,Active
M0559,"Prime House Cloud",PF05,2018-08-04,SaaS/Subscriptions,5817,Germany,0,Active
M0560,"Echo Field Health",PF07,2022-12-22,Healthcare,8011,Australia,4,Active
M0561,"Lumen Group Retail",PF05,2018-04-29,Retail,5411,"United Kingdom",3,Active
M0562,"Meridian Partners Digital",PF08,2021-05-03,"Digital Services",5818,Australia,1,Active
M0563,"Anchor Gate Health",PF05,2019-07-21,Healthcare,8011,India,0,Active
M0564,"Pioneer Co Retail",PF04,2019-04-01,Retail,5411,Australia,5,Active
M0565,"Aster Ventures Health",PF06,2018-03-31,Healthcare,8011,India,1,Active
M0566,"Quartz Bay Retail",PF03,2023-04-02,Retail,5411,Germany,9,Active
M0567,"Willow Collective Health",PF03,2020-07-03,Healthcare,8011,"United States",5,Active
M0568,"Beacon Exchange Cloud",PF04,2019-12-31,SaaS/Subscriptions,5817,"United States",0,Active
M0569,"Coral Loft Retail",PF01,2022-04-28,Retail,5411,Australia,3,Active
M0570,"Delta Market Retail",PF07,2018-03-25,Retail,5411,"United States",10,Active
M0571,"Nova Depot Travel",PF02,2021-04-17,Travel,4722,"United States",66,Active
M0572,"Blue Trail Cloud",PF01,2020-11-19,SaaS/Subscriptions,5817,"United States",0,Active
M0573,"Summit Studio Services",PF02,2021-03-24,"Consumer Services",7299,"United States",5,Closed
M0574,"Bright Hub Learning",PF08,2018-09-21,Education,8299,Canada,28,Active
M0575,"River Works Stays",PF03,2023-07-22,Hospitality,7011,Germany,0,Active
M0576,"Cedar Point Cloud",PF06,2019-05-23,SaaS/Subscriptions,5817,France,0,Active
M0577,"Orbit Line Stays",PF08,2021-12-16,Hospitality,7011,"United States",2,Active
M0578,"Vertex Labs Travel",PF01,2022-05-11,Travel,4722,Singapore,62,Active
M0579,"Harbor House Services",PF07,2020-01-03,"Consumer Services",7299,Germany,0,Active
M0580,"Falcon Field Retail",PF02,2018-10-06,Retail,5411,Germany,4,Active
M0581,"Maple Group Cloud",PF02,2019-09-24,SaaS/Subscriptions,5817,Brazil,0,Active
M0582,"Silver Partners Retail",PF06,2022-09-15,Retail,5411,France,12,Active
M0583,"Crest Gate Travel",PF09,2023-04-15,Travel,4722,Brazil,58,Active
M0584,"North Co Events",PF02,2023-06-19,Events,7922,"United States",29,Active
M0585,"Atlas Ventures Digital",PF04,2019-04-28,"Digital Services",5818,"United Kingdom",0,Active
M0586,"Clover Bay Learning",PF02,2021-07-15,Education,8299,Singapore,25,Active
M0587,"Golden Collective Services",PF04,2018-11-18,"Consumer Services",7299,"United Kingdom",1,Active
M0588,"Union Exchange Learning",PF05,2022-02-22,Education,8299,Australia,4,Active
M0589,"Prime Loft Retail",PF05,2020-06-04,Retail,5411,"United Arab Emirates",8,Active
M0590,"Echo Market Digital",PF05,2022-02-28,"Digital Services",5818,"United Arab Emirates",1,Suspended
M0591,"Lumen Depot Health",PF01,2021-12-30,Healthcare,8011,Canada,1,Active
M0592,"Meridian Trail Digital",PF06,2023-10-16,"Digital Services",5818,Australia,0,Active
M0593,"Anchor Studio Services",PF06,2020-11-06,"Consumer Services",7299,"United States",2,Active
M0594,"Pioneer Hub Digital",PF06,2019-12-29,"Digital Services",5818,"United States",0,Active
M0595,"Aster Works Health",PF01,2021-01-26,Healthcare,8011,"United Arab Emirates",3,Active
M0596,"Quartz Point Travel",PF03,2018-12-13,Travel,4722,India,38,Active
M0597,"Willow Line Digital",PF03,2018-08-27,"Digital Services",5818,"United Kingdom",0,Active
M0598,"Beacon Labs Retail",PF01,2021-01-10,Retail,5411,Germany,4,Active
M0599,"Coral House Retail",PF02,2022-10-25,Retail,5411,Australia,12,Active
M0600,"Delta Field Learning",PF03,2021-02-09,Education,8299,Canada,28,Active
